x-,method-,F1-mean,F1-std,precision-mean,precision-std,recall-mean,recall-std
1,cossu,0.6066847715426983,0.00775115916217461,0.6662499999999999,0.0018633899812498128,0.5570327380952381,0.012657738997593884
1,secret,0.914699332538172,0.035609047465619686,0.878483612301547,0.061392991834941076,0.9562589285714287,0.011689427603551732
1,sqs,0.7944173580649527,0.025950363420682767,0.7540894132179069,0.04641766762650075,0.8409374999999999,0.0024627153926638093
1,sqsrules_greedywoalph,0.8203967184549661,0.018680154475222352,0.8824120491248731,0.03246067657058707,0.7699999999999999,0.05163166580503056
1,sqsrules_splitall,0.7944173580649527,0.025950363420682767,0.7540894132179069,0.04641766762650075,0.8409374999999999,0.0024627153926638093
1,sqsrules_splitgreedy,0.9652698868532236,0.02630983761106597,0.9540377284752285,0.037404185252524154,0.9772614087301588,0.02020172566719697
1,squish,0.8285402505759362,0.015511117029744713,0.8152348565688902,0.029737836672882063,0.8428308823529411,0.001837086037803932
1,tns,0.5425999670735222,0.004013500375845131,0.5274206349206347,0.007905012695105375,0.5587797619047621,0.004507932003568869
2,cossu,0.4888334972209945,0.019445410672394484,0.4075313784016146,0.02660594440834947,0.6124682539682539,0.014424995168302432
2,poerma,0.0699349502715021,0.18415782680135573,0.07124141851666792,0.20363155419937132,0.8043621031746033,0.0838235739659062
2,secret,0.9407738095238092,0.0013309928437498996,0.9407738095238092,0.0013309928437498996,0.9407738095238093,0.001330992843749874
2,sqs,0.643195594638436,0.015141276130469193,0.5199449877091599,0.019783578790162754,0.84375,0.0
2,sqsrules_greedywoalph,0.5464371873965841,0.11010813425453657,0.6946496212121213,0.01835850353357845,0.4648660714285713,0.13042158870196105
2,sqsrules_splitall,0.643195594638436,0.015141276130469193,0.5199449877091599,0.019783578790162754,0.84375,0.0
2,sqsrules_splitgreedy,0.9499831289791076,0.032487263962780843,0.9249863084781564,0.04965870831916688,0.9774305555555556,0.02006534008700123
2,squish,0.6927168367346938,0.011268281094853342,0.5877155172413794,0.016133416213311158,0.84375,0.0
2,tns,0.5692657134977667,0.012049232723683046,0.5605905139833712,0.019022825472301937,0.5784474206349206,0.007277722531651562
3,cossu,0.42655897543268356,0.012826158616342438,0.32756516919528594,0.012375600929757622,0.6117713844797176,0.01679321317569722
3,poerma,0.11887129005545238,0.11538376112059873,0.08019913630231626,0.1380818670784536,0.8168303571428573,0.061233703578644626
3,secret,0.9396196283391403,0.003830662330792326,0.9385204081632649,0.00874652440178489,0.9407738095238093,0.0013309928437498701
3,sqs,0.566602708555469,0.014034740771464979,0.42669770154502923,0.015998582923574214,0.84375,0.0
3,sqsrules_greedywoalph,0.6064724884971626,0.07025978223090566,0.6875,0.0,0.55078125,0.09551758258039131
3,sqsrules_splitall,0.566602708555469,0.014034740771464979,0.42669770154502923,0.015998582923574214,0.84375,0.0
3,sqsrules_splitgreedy,0.8558133596359333,0.024035010584141377,0.8255406649258552,0.03749683978493387,0.8897395833333335,0.027647371848674693
3,squish,0.6234079159551096,0.024237402616626956,0.49541158639372923,0.02969611105378591,0.8423214285714286,0.005532833351724918
3,tns,0.5667688785574757,0.00922353732604001,0.5575340136054423,0.013317657674791848,0.5766428571428572,0.013057667110414185
4,cossu,0.4197222222222221,,0.3147916666666666,,0.6295833333333332,
4,poerma,0.11916253024620818,0.010032164532315625,0.06422618934374104,0.005865038336611009,0.8305208333333335,0.009057909118146027
4,secret,0.939827482163863,0.002901111767865473,0.9404761904761901,0.0,0.9391964285714283,0.005723269228124462
4,sqs,0.5302844025291392,0.013602291256462227,0.3868020456168744,0.014387047951358128,0.84375,0.0
4,sqsrules_greedywoalph,0.6419187826960704,0.02524469136357018,0.6872253787878788,0.0008463304213962249,0.6036185515873015,0.04252865127985196
4,sqsrules_splitall,0.5302844025291392,0.013602291256462227,0.3868020456168744,0.014387047951358128,0.84375,0.0
4,sqsrules_splitgreedy,0.819523135544028,0.017621379506852004,0.7951335625928019,0.03412626815582458,0.8463368055555556,0.006393014297051637
4,squish,0.5836686351229953,0.02335025988550314,0.44668153336123817,0.027250649678850804,0.84375,0.0
4,tns,0.5612259555045379,0.010737180840778548,0.548466553287982,0.013767452914688208,0.5747202380952381,0.010367941896967763
5,poerma,0.1428792621689568,0.03508484790292493,0.07861561692472867,0.02040793965023892,0.8305208333333335,0.009057909118145987
5,secret,0.8188972030239562,0.040676530318740314,0.7904339120502287,0.05935767834893775,0.8520317460317461,0.03937435433977369
5,sqs,0.5007256895874344,0.011685171412704119,0.35610684471695714,0.011815348450069709,0.84375,0.0
5,sqsrules_greedywoalph,0.6413344495740435,0.03181700371931758,0.6868330627705628,0.0014586239783015798,0.6036185515873012,0.0514086051027368
5,sqsrules_splitall,0.5014783580790733,0.012021112056906305,0.3566426398774126,0.012004270696467468,0.845014880952381,0.004011179822278562
5,sqsrules_splitgreedy,0.8046530034626891,0.016429176908739844,0.7582479615830742,0.03251574879683131,0.8582862103174602,0.014209633660541988
5,squish,0.5283675194052009,0.030769536742631925,0.3854090896281414,0.03256105379700092,0.84375,0.0
5,tns,0.4955830638619706,0.045984291650134124,0.5302777777777781,0.0180121352737252,0.46927678571428577,0.07006022057506307
