x-,method-,F1-mean,F1-std,precision-mean,precision-std,recall-mean,recall-std
1,cossu,0.4228748775755597,0.009146171506185349,0.3121602367871362,0.011362403717854632,0.6570119047619046,0.025222189954096846
1,poerma,0.16555629092646768,0.008721818734918967,0.09208651749259411,0.0055145176588414675,0.8226111111111113,0.016893173317744103
1,secret,0.9252671064683964,0.023513674721374885,0.9155441167628666,0.04184933679948325,0.936204365079365,0.010744820385430759
1,sqs,0.5512376272214793,0.01119542952260562,0.4094457261222894,0.01232017989448862,0.84375,0.0
1,sqsrules_filter,0.003947530833584728,6.204054817929512e-05,0.001977698503761177,3.115306056618257e-05,0.9928030303030303,0.004293615317969312
1,sqsrules_greedyalph,0.2039487634038476,0.10887523733865487,0.6875,0.0,0.12589285714285714,0.07962163394352526
1,sqsrules_greedywoalph,0.6191626145134462,0.04392910314504384,0.6875,0.0,0.5665178571428572,0.06895435768591822
1,sqsrules_splitall,0.5517584605548126,0.011962946224770739,0.40983635112228944,0.012847569138895693,0.84453125,0.0034938562148434248
1,sqsrules_splitgreedy,0.8179324120373768,0.014877817263568786,0.792928116569421,0.026870825580678853,0.8450446428571429,0.004909432505307293
1,squish,0.573774659847073,0.018249682134516124,0.43616997490312637,0.020751246867906265,0.8394642857142858,0.008794100160729963
1,tns,0.5606804053125342,0.01491224378000573,0.5529280045351473,0.019617653459926065,0.5689434523809523,0.014919772360097231
2,cossu,0.4146726423372729,0.0065122420580598925,0.30096874510224075,0.00792103963705144,0.6673749999999998,0.017812420908391642
2,poerma,0.12718274619976103,0.0072262155726819785,0.06888341710926875,0.004262122222183654,0.8307847222222223,0.00905918681454032
2,secret,0.9352745630772631,0.011559549566462931,0.9299470470006181,0.02303416483827245,0.9409702380952378,0.001917229585710073
2,sqs,0.5329171143876286,0.009538360752780986,0.38952686122017516,0.010178744322879027,0.84375,0.0
2,sqsrules_splitall,0.5329171143876286,0.009538360752780986,0.38952686122017516,0.010178744322879027,0.84375,0.0
2,sqsrules_splitgreedy,0.8174190725108735,0.010721740239333862,0.7866391790576572,0.026703296216234098,0.8515451388888889,0.010913745903151858
2,squish,0.5787387525785247,0.021857872226152198,0.44114869059357176,0.024943062577371073,0.8426785714285714,0.004791574237499583
2,tns,0.5639954047802072,0.007614451661638441,0.5522392290249435,0.012407143362665454,0.576440476190476,0.007403721247860994
3,cossu,0.415158413137984,,0.3050387596899224,,0.6497023809523809,
3,poerma,0.12889918708119102,0.009969629800131993,0.06990889468127093,0.005869978857713127,0.8305208333333335,0.009057909118146048
3,secret,0.9352181634376222,0.013044431950705971,0.931692176870748,0.02364187924732334,0.9390664682539681,0.006051970676189257
3,sqs,0.5280440171738469,0.012605616192166349,0.3844014550005853,0.013313635208586777,0.84375,0.0
3,sqsrules_splitall,0.5285400489198786,0.013108485695458716,0.3847648270936086,0.013639814111657163,0.84453125,0.00349385621484342
3,sqsrules_splitgreedy,0.8136391403427179,0.022261580246000376,0.7810501446269111,0.046589134620654414,0.8511111111111109,0.011048457307216937
3,squish,0.5808410850022848,0.027885570133960882,0.44360210428124025,0.03231670367797589,0.84375,0.0
3,tns,0.5651888471212521,0.010377315235594192,0.5539115646258506,0.015934933707642224,0.5771220238095236,0.007436283906662918
4,poerma,0.12006536424580394,0.006919101698904596,0.06472867473833947,0.0040354821772043675,0.8305208333333335,0.009057909118146027
4,secret,0.9374225706542776,0.00971672099606692,0.9352560468631894,0.01624645933276059,0.9396974206349202,0.003482764607812165
4,sqs,0.5184248632797777,0.012119364162881239,0.37428389936540735,0.012597194689358115,0.84375,0.0
4,sqsrules_splitall,0.5189208950258093,0.013032838907580535,0.37464727145843063,0.013237100464860074,0.84453125,0.003493856214843419
4,sqsrules_splitgreedy,0.818869172154605,0.014049006673752338,0.7887377919986616,0.026754359926654328,0.8519791666666666,0.00825614532280611
4,tns,0.5621885246715493,0.010797429378540625,0.5504705215419503,0.01645890211623411,0.5746666666666667,0.009903317383097259
5,poerma,0.12115697897078974,0.008405320926544207,0.06537253508009916,0.004948611399553276,0.8310486111111113,0.009052370349837543
5,secret,0.937837785520712,0.011799305665242744,0.936780990173847,0.016525438133034136,0.9389474206349204,0.006836866574061853
5,sqs,0.5163392502798987,0.009648072708603796,0.37206981309638126,0.010072615655743933,0.84375,0.0
5,sqsrules_splitall,0.5163392502798987,0.009648072708603796,0.37206981309638126,0.010072615655743933,0.84375,0.0
5,sqsrules_splitgreedy,0.8048151774210812,0.015284232398646885,0.7624149736887509,0.031936569436637356,0.85328125,0.008899273077166597
5,squish,0.5405690200210748,,0.3976744186046512,,0.84375,
5,tns,0.5655598916854153,0.009133844766375528,0.5558531746031747,0.014241909130144058,0.5757559523809522,0.006340660040231857
6,poerma,0.12083485622101253,0.008524244371043259,0.06518163960574112,0.0049686391267873865,0.8310486111111113,0.009052370349837541
6,secret,0.9349032015851634,0.012074682439514432,0.9298448773448771,0.02300440807131826,0.9403065476190473,0.004001994585276178
6,sqs,0.5123957869322842,0.011712873055411147,0.36802527084682,0.01205318534242107,0.84375,0.0
6,sqsrules_splitall,0.5128692717807691,0.01185943906872217,0.3683649447598635,0.012113828874155541,0.84453125,0.0034938562148434313
6,sqsrules_splitgreedy,0.818061288163723,0.01741070071314012,0.7902129461111411,0.03447776528968672,0.8489409722222222,0.008682729990815376
6,squish,0.5649944567627494,,0.4246875,,0.84375,
6,tns,0.5610273508396164,0.009813099774368552,0.548341836734694,0.015092134123916344,0.5744910714285714,0.007531126358588368
