trial_num,param:alph_size,method,F1,precision,recall,runtime
5,900.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,41.897513365745546
5,900.0,cossu,-0.01,-0.01,-0.01,na
5,900.0,squish,-0.01,-0.01,-0.01,na
5,900.0,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
5,900.0,poerma,0.11560889612150801,0.06211293260473589,0.8333333333333333,na
5,900.0,tns,0.5641462643777087,0.5489229024943313,0.5802380952380952,na
5,900.0,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
5,900.0,sqsrules_splitgreedy,0.7929586563307494,0.741243961352657,0.8524305555555556,na
5,900.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
5,900.0,sqsrules_filter,-0.01,-0.01,-0.01,na
5,900.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
19,100.0,secret,0.9175377468060393,0.8956916099773241,0.9404761904761905,18.06466992298762
19,100.0,cossu,0.41426424803395995,0.2963947990543734,0.6877777777777776,na
19,100.0,squish,0.5720338983050848,0.4326923076923077,0.84375,na
19,100.0,sqs,0.5720338983050848,0.4326923076923077,0.84375,na
19,100.0,poerma,0.16284265704219303,0.09023809523809526,0.8333333333333333,na
19,100.0,tns,0.5878981878259074,0.6020408163265307,0.574404761904762,na
19,100.0,sqsrules_splitall,0.5720338983050848,0.4326923076923077,0.84375,na
19,100.0,sqsrules_splitgreedy,0.8231707317073171,0.8035714285714286,0.84375,na
19,100.0,sqsrules_greedywoalph,0.6572033898305084,0.6875,0.6294642857142856,na
19,100.0,sqsrules_filter,0.004062581326394485,0.0020354670980568786,0.9899891774891774,na
19,100.0,sqsrules_greedyalph,0.11533313503866748,0.6875,0.06294642857142857,na
7,900.0,secret,0.8877080913666281,0.8665721844293275,0.9099007936507937,39.39518463611603
7,900.0,cossu,-0.01,-0.01,-0.01,na
7,900.0,squish,-0.01,-0.01,-0.01,na
7,900.0,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
7,900.0,poerma,0.1396720071720429,0.07658084914182475,0.7929166666666665,na
7,900.0,tns,0.5490901969458192,0.5409863945578233,0.5574404761904762,na
7,900.0,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
7,900.0,sqsrules_splitgreedy,0.8231214072764925,0.8118386243386243,0.8347222222222221,na
7,900.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
7,900.0,sqsrules_filter,-0.01,-0.01,-0.01,na
7,900.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
13,300.0,secret,0.9394841269841269,0.9394841269841269,0.9394841269841269,23.449420169989267
13,300.0,cossu,0.4134188034188033,0.29858024691358015,0.6718055555555554,na
13,300.0,squish,0.5921052631578947,0.4560810810810811,0.84375,na
13,300.0,sqs,0.52734375,0.3835227272727273,0.84375,na
13,300.0,poerma,0.13217548999093257,0.07178030303030304,0.8333333333333333,na
13,300.0,tns,0.556791477314335,0.5368480725623586,0.5782738095238095,na
13,300.0,sqsrules_splitall,0.52734375,0.3835227272727273,0.84375,na
13,300.0,sqsrules_splitgreedy,0.8118386243386243,0.7749368686868686,0.8524305555555556,na
13,300.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
13,300.0,sqsrules_filter,-0.01,-0.01,-0.01,na
13,300.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,100.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,15.534852917989095
16,100.0,cossu,0.41640211640211633,0.3050387596899224,0.6558333333333332,na
16,100.0,squish,0.5745490417136415,0.4355769230769231,0.84375,na
16,100.0,sqs,0.5532786885245901,0.4115853658536585,0.84375,na
16,100.0,poerma,0.17165005537098563,0.09567901234567902,0.8333333333333333,na
16,100.0,tns,0.544746817551146,0.5252267573696148,0.5657738095238095,na
16,100.0,sqsrules_splitall,0.5532786885245901,0.4115853658536585,0.84375,na
16,100.0,sqsrules_splitgreedy,0.8316395663956639,0.8118386243386243,0.8524305555555556,na
16,100.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
16,100.0,sqsrules_filter,0.003966709383417538,0.0019873122985963453,0.9959415584415584,na
16,100.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,300.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,22.692966075738273
17,300.0,cossu,0.4205158634306177,0.30403726708074524,0.6816666666666665,na
17,300.0,squish,0.5720338983050848,0.4326923076923077,0.84375,na
17,300.0,sqs,0.5192307692307693,0.375,0.84375,na
17,300.0,poerma,0.12076781413797989,0.0651011836578847,0.8333333333333333,na
17,300.0,tns,0.5725782242235308,0.5611111111111112,0.5845238095238094,na
17,300.0,sqsrules_splitall,0.5192307692307693,0.375,0.84375,na
17,300.0,sqsrules_splitgreedy,0.8201058201058201,0.7828282828282828,0.861111111111111,na
17,300.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
17,300.0,sqsrules_filter,-0.01,-0.01,-0.01,na
17,300.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
12,300.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,21.859619903564454
12,300.0,cossu,0.41075004756921313,0.288547619047619,0.7124999999999998,na
12,300.0,squish,0.5844323394495413,0.44703947368421054,0.84375,na
12,300.0,sqs,0.5357142857142857,0.39244186046511625,0.84375,na
12,300.0,poerma,0.12352387162211115,0.0667057902973396,0.8333333333333333,na
12,300.0,tns,0.5560723471908438,0.5409863945578234,0.5720238095238095,na
12,300.0,sqsrules_splitall,0.5357142857142857,0.39244186046511625,0.84375,na
12,300.0,sqsrules_splitgreedy,0.84375,0.84375,0.84375,na
12,300.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
12,300.0,sqsrules_filter,-0.01,-0.01,-0.01,na
12,300.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,900.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,46.60613263845444
9,900.0,cossu,-0.01,-0.01,-0.01,na
9,900.0,squish,-0.01,-0.01,-0.01,na
9,900.0,sqs,0.5113636363636364,0.36684782608695654,0.84375,na
9,900.0,poerma,0.12433457303288853,0.06717888100866826,0.8333333333333333,na
9,900.0,tns,0.5704557249347975,0.560997732426304,0.5802380952380952,na
9,900.0,sqsrules_splitall,0.5113636363636364,0.36684782608695654,0.84375,na
9,900.0,sqsrules_splitgreedy,0.8201058201058201,0.7828282828282828,0.861111111111111,na
9,900.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
9,900.0,sqsrules_filter,-0.01,-0.01,-0.01,na
9,900.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
17,500.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,30.674930882453918
17,500.0,cossu,-0.01,-0.01,-0.01,na
17,500.0,squish,0.52734375,0.3835227272727273,0.84375,na
17,500.0,sqs,0.5192307692307693,0.375,0.84375,na
17,500.0,poerma,0.12193377672888508,0.06577932098765432,0.8333333333333333,na
17,500.0,tns,0.5704557249347975,0.560997732426304,0.5802380952380952,na
17,500.0,sqsrules_splitall,0.5192307692307693,0.375,0.84375,na
17,500.0,sqsrules_splitgreedy,0.7907196969696969,0.7248263888888888,0.8697916666666666,na
17,500.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
17,500.0,sqsrules_filter,-0.01,-0.01,-0.01,na
17,500.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
16,300.0,secret,0.9394841269841269,0.9394841269841269,0.9394841269841269,20.75569338798523
16,300.0,cossu,0.40897435897435885,0.2953703703703703,0.6645833333333331,na
16,300.0,squish,0.5625,0.421875,0.84375,na
16,300.0,sqs,0.52734375,0.3835227272727273,0.84375,na
16,300.0,poerma,0.14531662831330436,0.07959850606909431,0.8333333333333333,na
16,300.0,tns,0.5632162240642785,0.5489229024943312,0.5782738095238095,na
16,300.0,sqsrules_splitall,0.52734375,0.3835227272727273,0.84375,na
16,300.0,sqsrules_splitgreedy,0.798611111111111,0.7320601851851851,0.8784722222222221,na
16,300.0,sqsrules_greedywoalph,-0.01,-0.01,-0.01,na
16,300.0,sqsrules_filter,-0.01,-0.01,-0.01,na
16,300.0,sqsrules_greedyalph,-0.01,-0.01,-0.01,na
9,100.0,secret,0.9404761904761904,0.9404761904761904,0.9404761904761905,16.908759287993114
9,100.0,cossu,0.4322075646637439,0.3245734126984126,0.6466468253968253,na
9,100.0,squish,0.5720338983050848,0.4326923076923077,0.84375,na
9,100.0,sqs,0.5443548387096774,0.4017857142857143,0.84375,na
9,100.0,poerma,0.1539434589756546,0.08485985985985986,0.8280555555555555,na
9,100.0,tns,0.574530572511965,0.5689342403628119,0.5802380952380952,na
